TreatedZip,EventTime,RelLogValue,ControlCount
37066,1,-0.0019264866802846115,5
37066,2,-0.002984654779977447,5
38109,-24,0.05169032011320986,5
38109,-23,0.05754315591687913,5
38109,-22,0.05868779920658866,5
38109,-21,0.06172184524385429,5
38109,-20,0.06486590072367449,5
38109,-19,0.06159669743574554,5
38109,-18,0.04943673752387845,5
38109,-17,0.035441358472472116,5
38109,-16,0.026322605359338523,5
38109,-15,0.023833082747263035,5
38109,-14,0.02476115945399613,5
38109,-13,0.02284108149897044,5
38109,-12,0.018160806377190752,5
38109,-11,0.008298484557850826,5
38109,-10,-0.003128880889824259,5
38109,-9,-0.016725721122980274,5
38109,-8,-0.0262085775243456,5
38109,-7,-0.03182807863054471,5
38109,-6,-0.033860077493455876,5
38109,-5,-0.033953073440932256,5
38109,-4,-0.02903860767752242,5
38109,-3,-0.01893337344336423,5
38109,-2,-0.008097629487527059,5
38109,-1,-0.0015451237643983261,5
38109,0,0.0,5
38109,1,-0.004344879228722576,5
38109,2,-0.008360048046910151,5
38109,3,-0.008844305787267004,5
38109,4,-0.0027839608452723042,5
38109,5,0.003563009647834292,5
38109,6,0.008315513572052069,5
38109,7,0.008409898619112255,5
38109,8,0.004145878296921523,5
38109,9,-0.006615244535374742,5
38109,10,-0.020440111222185208,5
38109,11,-0.03164751900272052,5
38109,12,-0.03734934064431776,5
38109,13,-0.03691242706865054,5
38109,14,-0.035702299614102984,5
38109,15,-0.03541873802317923,5
38109,16,-0.0365744044991196,5
38109,17,-0.036793093180430246,5
38109,18,-0.03502004151991365,5
38109,19,-0.034239937229911276,5
38109,20,-0.036300589405847815,5
38109,21,-0.04008732061914486,5
38109,22,-0.045133457712596935,5
38109,23,-0.04886403261348917,5
38109,24,-0.051819656236716936,5
39046,-24,-0.05825033201736929,5
39046,-23,-0.04967709510857965,5
39046,-22,-0.04382421292632692,5
39046,-21,-0.0381988638757683,5
39046,-20,-0.03523038950243418,5
39046,-19,-0.03418233762953271,5
39046,-18,-0.03725456718026088,5
39046,-17,-0.0401732585353578,5
39046,-16,-0.04108203152167071,5
39046,-15,-0.04051230350574251,5
39046,-14,-0.03764979602069367,5
39046,-13,-0.03350872358005432,5
39046,-12,-0.029165563103767767,5
39046,-11,-0.027120598210284896,5
39046,-10,-0.028087489141654133,5
39046,-9,-0.028197301005963026,5
39046,-8,-0.02783922927463465,5
39046,-7,-0.02513223673259333,5
39046,-6,-0.02145869940227385,5
39046,-5,-0.016265621555928433,5
39046,-4,-0.010608510202300891,5
39046,-3,-0.0035470322464654204,5
39046,-2,0.0007936193160826832,5
39046,-1,0.002503807205467723,5
39046,0,0.0,5
39046,1,-0.0021288738339979574,5
39046,2,-0.0030029274667839447,5
39046,3,-0.002286141819962495,5
39046,4,-0.0007664793732331532,5
39046,5,0.0008788905041448913,5
39046,6,0.004264941671700129,5
39046,7,0.009011334903847867,5
39046,8,0.016582740791873718,5
39046,9,0.025769806896765956,5
39046,10,0.03323780403937278,5
39046,11,0.03687229155331906,5
39046,12,0.03609464990366362,5
39046,13,0.034737954443666653,5
39046,14,0.03207274747240767,5
39157,-24,-0.052444752055177804,5
39157,-23,-0.04979843899778267,5
39157,-22,-0.050261994879204866,5
39157,-21,-0.05275092741581559,5
39157,-20,-0.05402629083010666,5
39157,-19,-0.05418147909443931,5
39157,-18,-0.05143818040432642,5
39157,-17,-0.0468799222866366,5
39157,-16,-0.04063973591642558,5
39157,-15,-0.03514644688796835,5
39157,-14,-0.029168113667304853,5
39157,-13,-0.02574425326956984,5
39157,-12,-0.023685748211043033,5
39157,-11,-0.024707178623716786,5
39157,-10,-0.025972776459787284,5
39157,-9,-0.026508855370718364,5
39157,-8,-0.02512426065907647,5
39157,-7,-0.022692342597274616,5
39157,-6,-0.021128655667810393,5
39157,-5,-0.01908930429555724,5
39157,-4,-0.016902973080847518,5
39157,-3,-0.01280082184062543,5
39157,-2,-0.007825635397735908,5
39157,-1,-0.003108143753553705,5
39157,0,0.0,5
39157,1,0.0009387496984466281,5
39157,2,0.0018071050287606027,5
39157,3,0.0018016229518515558,5
43054,-24,-0.12215006763033572,5
43054,-23,-0.09996317140944946,5
43054,-22,-0.08055362652197076,5
43054,-21,-0.06500160438317337,5
43054,-20,-0.057018778235531545,5
43054,-19,-0.055123183133223105,5
43054,-18,-0.057482483370232276,5
43054,-17,-0.0589493235028371,5
